연번,시군구,중개업소구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
1068,부산진구,공인중개사,김광록,삼화공인중개사사무소,"부산광역시 부산진구 동평로406번길 44, 1층(양정동)",35.17182697,129.0688152,2022-01-14
1069,부산진구,공인중개사,김현우,우리들부동산중개사무소,"부산광역시 부산진구 연수로 21, 1층(양정동)",35.17396687,129.0734979,2022-01-14
1070,부산진구,공인중개사,구수영,태화부동산중개사무소,"부산광역시 부산진구 가야대로 635-12, 106호(당감동,금호그랜드타운)",35.15632575,129.0416340,2022-01-14
1071,부산진구,공인중개사,임성택,조은부동산중개사무소,"부산광역시 부산진구 새싹로8번길 14, 4층(부전동)",35.15892349,129.0590861,2022-01-14
1072,부산진구,공인중개사,오주식,큐브부동산중개,"부산광역시 부산진구 서전로 19, 102호(부전동,큐브빌딩)",35.15796133,129.0619054,2022-01-14
1073,부산진구,공인중개사,선종민,이진젠시티개금부동산공인중개사사무소,"부산광역시 부산진구 개금온정로 10, 상가2동 B107호(개금동, 개금 롯데캐슬)",35.15472672,129.0272906,2022-01-14
1074,부산진구,공인중개사,김정숙,범전공인중개사사무소,"부산광역시 부산진구 범양로 34-2, 1층(범전동)",35.16790910,129.0633411,2022-01-14
1075,부산진구,공인중개사,신동언,포도나무집공인중개사사무소,"부산광역시 부산진구 새싹로29번길 8, 3층(부전동)",35.16036068,129.0565692,2022-01-14
1076,부산진구,공인중개사,허명숙,대동레미안부동산중개사무소,"부산광역시 부산진구 부전로 108, 대동 106호(부전동,대동레미안 센트럴시티)",35.15969870,129.0549582,2022-01-14
1077,부산진구,공인중개사,권숙경,금샘e편한공인중개사사무소,"부산광역시 부산진구 중앙대로 846, 104호(전포동,천우스카이뷰2차)",35.16634695,129.0667236,2022-01-14
1078,부산진구,공인중개사,박지훈,지인공인중개사사무소,"부산광역시 부산진구 전포대로216번길 7, 2층(전포동)",35.15587921,129.0659941,2022-01-14
1079,부산진구,공인중개사,신휴만,부암동일공인중개사사무소,"부산광역시 부산진구 동평로150번길 14, 502동 104호(부암동,서면동일파크스위트1차)",35.16546001,129.0454498,2022-01-14
1080,부산진구,공인중개사,김지원,지원부동산중개,"부산광역시 부산진구 동평로405번길 97, 1층(양정동)",35.17771927,129.0721860,2022-01-14
1081,부산진구,공인중개사,이륜경,롯데캐슬골드공인중개사사무소,"부산광역시 부산진구 가야공원로 20, 1층(가야동)",35.15165060,129.0296884,2022-01-14
1082,부산진구,공인중개사,김정현,하늘공인중개사사무소,"부산광역시 부산진구 새싹로14번길 17, 2층(부전동)",35.15977522,129.0585813,2022-01-14
1083,부산진구,공인중개사,오창현,바른공인중개사사무소,"부산광역시 부산진구 서전로10번길 49, 4층(부전동)",35.15575169,129.0599888,2022-01-14
1084,부산진구,공인중개사,김은옥,롯데공인중개사사무소,"부산광역시 부산진구 전포대로298번길 1, 1층(전포동)",35.16340021,129.0656094,2022-01-14
1085,부산진구,공인중개사,박정철,케이에이치부동산중개사무소,"부산광역시 부산진구 신천대로62번길 2, 103호(부전동,KH마이우스)",35.15091428,129.0586090,2022-01-14
1086,부산진구,공인중개사,전유선,조은부동산공인중개사사무소,"부산광역시 부산진구 양성로 23, 9호동 101호(범전동,서면동원맨션)",35.16931353,129.0655879,2022-01-14
1087,부산진구,공인중개사,신종한,서면삼한골든공인중개사사무소,"부산광역시 부산진구 중앙대로 821, 201동 B114호(범전동, 삼한골든뷰 센트럴파크)",35.16502050,129.0627876,2022-01-14
1088,부산진구,공인중개사,김두경,청룡공인중개사사무소,"부산광역시 부산진구 새싹로28번길 23, 3층 301호(부전동)",35.16058782,129.0584272,2022-01-14
1089,부산진구,공인중개사,박재은,더블루1공인중개사사무소,"부산광역시 부산진구 전포대로171번길 26, 107호(전포동, 더블루 오피스텔)",35.15177149,129.0636467,2022-01-14
1090,부산진구,공인중개사,장용일,뉴행운부동산중개사무소,"부산광역시 부산진구 거제대로 37-1, 1층104호(양정동)",35.17186457,129.0665982,2022-01-14
1091,부산진구,공인중개사,조영난,해림공인중개사사무소,"부산광역시 부산진구 범일로192번길 54, 3동 200호(범전동,대원상가)",35.14632659,129.0626758,2022-01-14
1092,부산진구,공인중개사,구태효,개금행운공인중개사사무소,"부산광역시 부산진구 백양관문로 3, 104호(개금동,복합상가)",35.15938211,129.0310372,2022-01-14
1093,부산진구,공인중개사,신원기,가나안부동산공인중개사사무소,"부산광역시 부산진구 중앙대로 722-2, 4층(부전동)",35.15716049,129.0596888,2022-01-14
1094,부산진구,공인중개사,박금희,경동파크타워공인중개사사무소,"부산광역시 부산진구 새싹로 30, 103호(부전동, 경동파크타워)",35.16060691,129.0572749,2022-01-14
1095,부산진구,공인중개사,오동훈,5동공인중개사사무소,"부산광역시 부산진구 가야대로 450, 상가동 B201호(개금동, 금강펜테리움더스퀘어아파트)",35.15269692,129.0210970,2022-01-14
1096,부산진구,공인중개사,장소희,돈되는부동산중개사무소,"부산광역시 부산진구 서전로58번길 127, 4층(전포동)",35.15204602,129.0662513,2022-01-14
1097,부산진구,공인중개사,신학재,건설부동산공인중개사사무소,"부산광역시 부산진구 가야공원로38번길 91, 1층(가야동)",35.15005142,129.0248173,2022-01-14
1098,부산진구,공인중개사,이영지,서면삼익공인중개사사무소,"부산광역시 부산진구 당감로 5, 18동상가 109호(당감동, 삼익아파트)",35.16300511,129.0395350,2022-01-14
1099,부산진구,공인중개사,강두연,가야롯데캐슬공인중개사사무소,"부산광역시 부산진구 가야공원로 6, 상가동 B104호(가야동,가야센트레빌)",35.15296430,129.0289038,2022-01-14
1100,부산진구,공인중개사,이상재,성공공인중개사사무소,"부산광역시 부산진구 연수로 25-1, 1층(양정동)",35.17416978,129.0739946,2022-01-14
1101,부산진구,공인중개사,조태경,한결공인중개사사무소,"부산광역시 부산진구 거제대로 26, 106동 상가104호(양정동, 대원칸타빌멤버스)",35.17151327,129.0686135,2022-01-14
1102,부산진구,공인중개사,김경민,파인빌공인중개사사무소,"부산광역시 부산진구 부전로 7, 202호(부전동, 에스엔디파인빌)",35.15114335,129.0571523,2022-01-14
1103,부산진구,공인중개사,신두익,힘찬공인중개사사무소,"부산광역시 부산진구 범일로154번길 33, 1026호(범천동, 범일역풍림아이원)",35.14426710,129.0611127,2022-01-14
1104,부산진구,공인중개사,김미숙,한솔부동산공인중개사사무소,"부산광역시 부산진구 양성로 23, 9동 106호(범전동, 서면동원맨션)",35.16949388,129.0655792,2022-01-14
1105,부산진구,공인중개사,문상현,킹공인중개사사무소,"부산광역시 부산진구 가야대로756번길 21, 1층(부전동)",35.15646841,129.0543018,2022-01-14
1106,부산진구,공인중개사,이주영,다율부동산중개,"부산광역시 부산진구 양지로14번길 24, 101동 201호(양정동, 양정 이즈카운티)",35.16850181,129.0687058,2022-01-14
1107,부산진구,공인중개사,김정숙,연지래미안공인중개사사무소,"부산광역시 부산진구 국악로 38, 1층(연지동)",35.17335030,129.0523683,2022-01-14
1108,부산진구,공인중개사,정주연,퀸즈부동산공인중개사사무소,"부산광역시 부산진구 거제대로48번길 20, 1동 112호(양정동, 양정역퀸즈팰리스)",35.17266575,129.0687603,2022-01-14
1109,부산진구,공인중개사,조용완,세계로부동산중개,"부산광역시 부산진구 연수로 21, 1층(양정동)",35.17396687,129.0734979,2022-01-14
1110,부산진구,공인중개사,이연정,화지부동산중개사무소,"부산광역시 부산진구 범양로 109, 1층(양정동)",35.17317809,129.0648370,2022-01-14
1111,부산진구,공인중개사,김두호,나래공인중개사사무소,"부산광역시 부산진구 양정로 17, 1층(양정동)",35.17253290,129.0745988,2022-01-14
1112,부산진구,공인중개사,소영길,다좋은부동산공인중개사사무소,"부산광역시 부산진구 범전로10번길 54-2, 1층(범전동)",35.16619224,129.0648446,2022-01-14
1113,부산진구,공인중개사,오경자,보람공인중개사사무소,"부산광역시 부산진구 대학로 11-10, 1층(가야동)",35.15412458,129.0376438,2022-01-14
1114,부산진구,공인중개사,김영옥,동문굿모닝힐공인중개사사무소,"부산광역시 부산진구 서면문화로 59, 101호(부암동, 스테빌리움)",35.16234388,129.0544874,2022-01-14
1115,부산진구,공인중개사,김재성,별빛공인중개사사무소,"부산광역시 부산진구 전포대로 210, 2층(전포동)",35.15526904,129.0656788,2022-01-14
1116,부산진구,공인중개사,김재원,성실공인중개사사무소,"부산광역시 부산진구 범일로125번길 18, 2층(범천동)",35.14192810,129.0585254,2022-01-14
1117,부산진구,공인중개사,최미정,미종공인중개사사무소,"부산광역시 부산진구 양지로14번길 24, 101동 201호(양정동,양정 이즈카운티)",35.16850181,129.0687058,2022-01-14
1118,부산진구,공인중개사,허인오,플러스공인중개사사무소,"부산광역시 부산진구 중앙대로 665, 2층(부전동)",35.15207493,129.0588545,2022-01-14
1119,부산진구,공인중개사,한충환,더한공인중개사사무소,"부산광역시 부산진구 중앙대로 665, 2층(부전동)",35.15207493,129.0588545,2022-01-14
1120,부산진구,공인중개사,성명숙,빌딩북공인중개사사무소,"부산광역시 부산진구 중앙대로 665, 2층(부전동)",35.15207493,129.0588545,2022-01-14
1121,부산진구,공인중개사,이태경,OK부동산공인중개사사무소,"부산광역시 부산진구 신천대로162번길 117, 1층(부전동)",35.15289451,129.0548043,2022-01-14
1122,부산진구,공인중개사,조여민,명문공인중개사사무소,"부산광역시 부산진구 전포대로 212, 2층,3층(전포동)",35.15554834,129.0656935,2022-01-14
1123,부산진구,공인중개사,권도달,내재산재개발공인중개사사무소,"부산광역시 부산진구 연수로 16-1, 1층(양정동)",35.17348330,129.0731403,2022-01-14
1124,부산진구,공인중개사,이진아,나라공인중개사사무소,"부산광역시 부산진구 중앙대로 821, 201동 B220호(범전동, 삼한 골든뷰 센트럴파크)",35.16502050,129.0627876,2022-01-14
1125,부산진구,공인중개사,장재헌,부산다올부동산중개사무소,"부산광역시 부산진구 중앙대로702번길 43, 6층(부전동)",35.15567552,129.0614805,2022-01-14
1126,부산진구,공인중개사,강지원,롯데대복부동산공인중개사사무소,"부산광역시 부산진구 당감로 91, 2층(부암동)",35.16983153,129.0381510,2022-01-14
1127,부산진구,공인중개사,정영석,뉴아이파크부동산공인중개사사무소,"부산광역시 부산진구 동성로 50, 1020동 상가16호(전포동,서면아이파크아파트)",35.15514289,129.0687393,2022-01-14
1128,부산진구,공인중개사,이광옥,황금공인중개사사무소,"부산광역시 부산진구 시민공원로19번길 68, 1층(부암동)",35.16614885,129.0512545,2022-01-14
1129,부산진구,공인중개사,서순덕,재개발공인중개사사무소,"부산광역시 부산진구 연수로 16-1, 1층(양정동)",35.17348330,129.0731403,2022-01-14
1130,부산진구,공인중개사,신민준,드림공인중개사사무소,"부산광역시 부산진구 중앙대로989번길 36, 1층(양정동)",35.17852147,129.0732066,2022-01-14
1131,부산진구,공인중개사,김태영,연산부동산공인중개사사무소,"부산광역시 부산진구 연수로 9, 2층(양정동)",35.17351793,129.0722844,2022-01-14
1132,부산진구,공인중개사,김정선,골든벨공인중개사사무소,"부산광역시 부산진구 연수로 53, 1층(양정동)",35.17527228,129.0767207,2022-01-14
1133,부산진구,공인중개사,이상현,삼성공인중개사사무소,"부산광역시 부산진구 중앙대로 971, 2층(양정동)",35.17631844,129.0736167,2022-01-14
1134,부산진구,공인중개사,남우성,퀸공인중개사사무소,"부산광역시 부산진구 가야대로756번길 13, 1층(부전동,THERAUM)",35.15690113,129.0542964,2022-01-14
1135,부산진구,공인중개사,안성진,편안부동산공인중개사사무소,"부산광역시 부산진구 진남로397번길 31, 1층(전포동)",35.16017809,129.0691455,2022-01-14
1136,부산진구,공인중개사,김성완,위너스공인중개사사무소,"부산광역시 부산진구 가야대로 715, 1층(당감동,위너스빌딩)",35.15761527,129.0499153,2022-01-14
1137,부산진구,공인중개사,최정선,진평공인중개사사무소,"부산광역시 부산진구 서면문화로 11, 4층(부전동)",35.15851495,129.0573576,2022-01-14
1138,부산진구,공인중개사,전호열,ONE-STOP공인중개사사무소,"부산광역시 부산진구 동평로420번길 18, 3층 35호(양정동,양정상가아파트)",35.17278291,129.0697828,2022-01-14
1139,부산진구,공인중개사,서병각,조은공인중개사사무소,"부산광역시 부산진구 부전로140번길 29, 2층(부전동)",35.16062109,129.0577141,2022-01-14
1140,부산진구,공인중개사,주진수,복부동산공인중개사사무소,"부산광역시 부산진구 범일로 143, 1층(범천동)",35.14285269,129.0589654,2022-01-14
1141,부산진구,공인중개사,최성열,유원공인중개사사무소,"부산광역시 부산진구 새싹로 26-1, 2층(부전동)",35.16015511,129.0574008,2022-01-14
1142,부산진구,공인중개사,최경렬,행운부동산공인중개사사무소,"부산광역시 부산진구 당감로 118, 112동 106호(부암동, 협성피닉스타운)",35.17297868,129.0369505,2022-01-14
1143,부산진구,공인중개사,은진희,현대공인중개사사무소,"부산광역시 부산진구 동평로 350, 120호(양정동,양정현대프라자)",35.17450845,129.0632076,2022-01-14
1144,부산진구,공인중개사,박재용,뉴타운공인중개사사무소,"부산광역시 부산진구 새싹로 141, 1층(연지동)",35.16887051,129.0502797,2022-01-14
1145,부산진구,공인중개사,우예윤,올바른공인중개사사무소,"부산광역시 부산진구 양정로 17, 1층(양정동)",35.17253290,129.0745988,2022-01-14
1146,부산진구,공인중개사,김연화,명가부동산공인중개사사무소,"부산광역시 부산진구 연수로54번길 7, 1층(양정동)",35.17472839,129.0770648,2022-01-14
1147,부산진구,공인중개사,허아성,오색공인중개사사무소,"부산광역시 부산진구 중앙대로989번길 28, B101호(양정동,산들파르테)",35.17827394,129.0736754,2022-01-14
1148,부산진구,공인중개사,서명화,다올부동산중개,"부산광역시 부산진구 연수로 54, 1층(양정동)",35.17494577,129.0769470,2022-01-14
1149,부산진구,공인중개사,조용준,똑똑부동산공인중개사사무소,"부산광역시 부산진구 범양로 40, 1층(범전동)",35.16824518,129.0630491,2022-01-14
1150,부산진구,공인중개사,김수연,서면탑부동산중개,"부산광역시 부산진구 가야대로755번길 26, 102호(부전동)",35.15883929,129.0542775,2022-01-14
1151,부산진구,공인중개사,김소은,김소은공인중개사사무소,"부산광역시 부산진구 가야대로 597, 지하 1층 B105호(가야동, 한신센타뷰)",35.15523018,129.0369554,2022-01-14
1152,부산진구,공인중개사,윤도현,청우공인중개사사무소,"부산광역시 부산진구 연수로 16-1, 1층(양정동)",35.17348330,129.0731403,2022-01-14
1153,부산진구,공인중개사,이승우,도담부동산공인중개사사무소,"부산광역시 부산진구 진연로9번길 27, 202호(양정동,에메랄드오피스텔)",35.17749990,129.0735444,2022-01-14
1154,부산진구,공인중개사,강경림,고르다샵공인중개사사무소,"부산광역시 부산진구 동천로107번길 16, 4층(부전동)",35.15838956,129.0613841,2022-01-14
1155,부산진구,공인중개사,박정면,파라치아공인중개사사무소,"부산광역시 부산진구 중앙대로 962, 3층(양정동)",35.17530126,129.0734606,2022-01-14
1156,부산진구,공인중개사,박중규,혜도부동산중개,"부산광역시 부산진구 서전로9번길 19, 2층(부전동)",35.15880101,129.0607199,2022-01-14
1157,부산진구,공인중개사,조용구,다올부동산공인중개사사무소,"부산광역시 부산진구 골드테마길 22, 2층(범천동)",35.14259925,129.0601143,2022-01-14
1158,부산진구,공인중개사,정은영,동문예스부동산중개,"부산광역시 부산진구 신천대로220번길 65, 상가동 101호(부암동, 부산서면 동문굿모닝힐)",35.16173394,129.0531075,2022-01-14
1159,부산진구,공인중개사,김지애,성원부동산중개,"부산광역시 부산진구 동성로118번길 16, 한성타운102동 102호(전포동,한성타운)",35.16100658,129.0661709,2022-01-14
1160,부산진구,공인중개사,김국렬,대원KR공인중개사사무소,"부산광역시 부산진구 범양로 88-1, 101호(양정동)",35.17179268,129.0635015,2022-01-14
1161,부산진구,공인중개사,김기홍,삼한상가공인중개사사무소,"부산광역시 부산진구 중앙대로 821, 201동 B103호(범전동,삼한골든뷰센트럴파크)",35.16502050,129.0627876,2022-01-14
1162,부산진구,공인중개사,이우용,더프로부동산중개,"부산광역시 부산진구 전포대로 155, 101호(전포동,대동레미안 센트럴시티2)",35.15044335,129.0650232,2022-01-14
1163,부산진구,공인중개사,최인경,럭키공인중개사사무소,"부산광역시 부산진구 새싹로 223, 8동 101호(초읍동)",35.17613403,129.0483971,2022-01-14
1164,부산진구,공인중개사,이순도,한국자산정보원부동산중개사무소,"부산광역시 부산진구 동평로 418, 3층(양정동)",35.17308449,129.0703357,2022-01-14
1165,부산진구,공인중개사,오영재,가야롯데부동산중개,"부산광역시 부산진구 가야대로 597, 지하1층 B105호(가야동,한신센타뷰)",35.15523018,129.0369554,2022-01-14
1166,부산진구,공인중개사,추성욱,리더스공인중개사사무소,"부산광역시 부산진구 부전로95번길 6, 101호(부전동,대박힐링)",35.15881024,129.0545076,2022-01-14
1167,부산진구,공인중개사,이복수,경신공인중개사사무소,"부산광역시 부산진구 전포대로 274, 205호(전포동,서면대우디오빌2)",35.16092875,129.0657967,2022-01-14
1168,부산진구,공인중개사,이상봉,스타부동산중개사무소,"부산광역시 부산진구 거제천로 10, 101호(양정동,벨라캐슬)",35.17555430,129.0703351,2022-01-14
1169,부산진구,공인중개사,이시인,비전컨설팅공인중개사사무소,"부산광역시 부산진구 중앙대로 689, 3층(부전동)",35.15430984,129.0589165,2022-01-14
1170,부산진구,공인중개사,손미경,행복래미안공인중개사사무소,"부산광역시 부산진구 국악로 32, 1층(연지동)",35.17292412,129.0526592,2022-01-14
1171,부산진구,공인중개사,정정희,리치부동산중개사무소,"부산광역시 부산진구 서전로 8, 3층(부전동)",35.15743336,129.0604387,2022-01-14
1172,부산진구,공인중개사,김민주,대성공인중개사사무소,"부산광역시 부산진구 동성로118번길 35, 1층(전포동)",35.16173865,129.0659499,2022-01-14
1173,부산진구,공인중개사,정상희,가야탑부동산공인중개사사무소,"부산광역시 부산진구 가야대로 531, 101동 상가105호(가야동,가야동원로얄듀크)",35.15402536,129.0302671,2022-01-14
1174,부산진구,공인중개사,김마리,더블루1부동산공인중개사사무소,"부산광역시 부산진구 전포대로171번길 26, 107호(전포동, 더블루 오피스텔)",35.15177149,129.0636467,2022-01-14
1175,부산진구,공인중개사,박선유,럭키공인중개사사무소,"부산광역시 부산진구 신천대로 279, 상가5동 4호(부암동, 럭키무지개타운)",35.16678171,129.0500003,2022-01-14
1176,부산진구,공인중개사,박진수,현대공인중개사사무소,"부산광역시 부산진구 동성로 50, 1020동 상가7호(전포동,서면아이파크아파트)",35.15514289,129.0687393,2022-01-14
1177,부산진구,공인중개사,윤채원,원공인중개사사무소,"부산광역시 부산진구 동성로 50, 1020동 상가3호(전포동,서면아이파크아파트)",35.15514289,129.0687393,2022-01-14
1178,부산진구,공인중개사,송정은,노크공인중개사사무소,"부산광역시 부산진구 성지로14번길 51, 1층(연지동)",35.17250057,129.0578133,2022-01-14
1179,부산진구,공인중개사,이영조,리인공인중개사사무소,"부산광역시 부산진구 서면로 68, 4층(부전동)",35.15691420,129.0579624,2022-01-14
1180,부산진구,공인중개사,류영선,부강공인중개사사무소,"부산광역시 부산진구 냉정로 273, 1층(가야동)",35.15126286,129.0297054,2022-01-14
1181,부산진구,공인중개사,김정진,다유부동산중개,"부산광역시 부산진구 신천대로65번길 9, 129-1호(범천동,다인로얄팰리스)",35.14979927,129.0582982,2022-01-14
1182,부산진구,공인중개사,강태호,명문공인중개사사무소,"부산광역시 부산진구 동천로 65, 4층(부전동)",35.15462386,129.0621692,2022-01-14
1183,부산진구,공인중개사,우정인,양정부동산공인중개사사무소,"부산광역시 부산진구 동평로420번길 19, 2층(양정동)",35.17233934,129.0699965,2022-01-14
1184,부산진구,공인중개사,권은정,푸른2공인중개사사무소,"부산광역시 부산진구 초읍천로 58-2, 1층(초읍동)",35.17762356,129.0470989,2022-01-14
1185,부산진구,공인중개사,김해옥,신가야공인중개사사무소,"부산광역시 부산진구 가야대로 623-1, 1층(가야동)",35.15563624,129.0400557,2022-01-14
1186,부산진구,공인중개사,손규범,비스타동원공인중개사사무소,"부산광역시 부산진구 가야대로 623-1, 1층(가야동)",35.15563624,129.0400557,2022-01-14
1187,부산진구,공인중개사,손철홍,진공인중개사사무소,"부산광역시 부산진구 중앙대로692번길 25, 4층(부전동)",35.15459237,129.0606213,2022-01-14
1188,부산진구,공인중개사,정경희,삼한파크부동산중개,"부산광역시 부산진구 범전로10번길 54-5, 1층(범전동)",35.16617200,129.0650968,2022-01-14
1189,부산진구,공인중개사,조문성,써니공인중개사사무소,"부산광역시 부산진구 범양로 40, 1층(범전동)",35.16824518,129.0630491,2022-01-14
1190,부산진구,공인중개사,권경희,굿모닝부동산중개,"부산광역시 부산진구 연수로 56-1, 102호(양정동, 삼빌딩)",35.17502483,129.0771785,2022-01-14
1191,부산진구,공인중개사,권용대,데시앙공인중개사사무소,"부산광역시 부산진구 서면로 3, 1층(부전동)",35.15097680,129.0576440,2022-01-14
1192,부산진구,공인중개사,송봉주,해비치공인중개사사무소,"부산광역시 부산진구 성지로 95, 1층(초읍동)",35.17883601,129.0528014,2022-01-14
1193,부산진구,공인중개사,박은희,더샵위드부동산중개,"부산광역시 부산진구 중앙대로666번길 50, 상가동 지하1층 비110호(부전동, 더샵 센트럴스타)",35.15184593,129.0603003,2022-01-14
1194,부산진구,공인중개사,김경희,진주공인중개사사무소,"부산광역시 부산진구 백양순환로 151-1, 1층(부암동)",35.16716225,129.0414321,2022-01-14
1195,부산진구,공인중개사,백승기,온누리공인중개사사무소,"부산광역시 부산진구 범양로 121, 1층(양정동)",35.17383837,129.0656031,2022-01-14
1196,부산진구,공인중개사,조삼현,신서면부동산중개,"부산광역시 부산진구 새싹로8번길 30, 3층(부전동)",35.15953913,129.0598075,2022-01-14
1197,부산진구,공인중개사,장원석,중앙공인중개사사무소,"부산광역시 부산진구 범일로154번길 33, 1027호(범천동, 범일역풍림아이원)",35.14426710,129.0611127,2022-01-14
1198,부산진구,공인중개사,윤한진,프로부동산중개,"부산광역시 부산진구 전포대로 155, 101호(전포동,대동레미안 센트럴시티2)",35.15044335,129.0650232,2022-01-14
1199,부산진구,공인중개사,박진영,KCC스위첸부동산중개,"부산광역시 부산진구 연수로54번길 9, 1층(양정동)",35.17466500,129.0770969,2022-01-14
1200,부산진구,공인중개사,김영,새중앙공인중개사사무소,"부산광역시 부산진구 범일로153번길 11, 1층(범천동)",35.14359521,129.0585799,2022-01-14
1201,부산진구,공인중개사,황선영,삼정더시티공인중개사사무소,"부산광역시 부산진구 중앙대로 797, 101호(부전동,삼정 그린코아 더 시티)",35.16315348,129.0629169,2022-01-14
1202,부산진구,공인중개사,박성철,오케이부동산중개사무소,"부산광역시 부산진구 동천로132번길 12, 3층(전포동)",35.16062871,129.0630158,2022-01-14
1203,부산진구,공인중개사,김근우,영광부동산중개사무소,"부산광역시 부산진구 서면문화로 16, 3층(부전동)",35.15916628,129.0570916,2022-01-14
1204,부산진구,공인중개사,김구옥,나인공인중개사사무소,"부산광역시 부산진구 연수로54번길 11, 1층(양정동)",35.17460162,129.0771290,2022-01-14
1205,부산진구,공인중개사,정인선,오렌지부동산중개사무소,"부산광역시 부산진구 전포대로300번길 49, 101호(전포동,더샵골드6)",35.16586792,129.0668711,2022-01-14
1206,부산진구,공인중개사,양석현,한양부동산합동공인중개사사무소,"부산광역시 부산진구 서면문화로 7, 5층(부전동)",35.15836058,129.0574873,2022-01-14
1207,부산진구,공인중개사,조우제,The돈되는부동산중개사무소,"부산광역시 부산진구 서전로58번길 127, 4층(전포동)",35.15204602,129.0662513,2022-01-14
1208,부산진구,공인중개사,이미경,88공인중개사사무소,"부산광역시 부산진구 가야대로 450, 상가동 202호(개금동, 개금역금강펜테리움더스퀘어아파트)",35.15269692,129.0210970,2022-01-14
1209,부산진구,공인중개사,정해석,서진부동산중개사무소,"부산광역시 부산진구 중앙대로 679, 2층,3층(부전동)",35.15335428,129.0589260,2022-01-14
1210,부산진구,공인중개사,이지선,현대화지공인중개사사무소,"부산광역시 부산진구 범양로 109, 1층(양정동)",35.17317809,129.0648370,2022-01-14
1211,부산진구,공인중개사,성민지,똑똑부동산중개사무소,"부산광역시 부산진구 중앙대로 625, 2층(범천동)",35.14852307,129.0588963,2022-01-14
1212,부산진구,공인중개사,박강수,래미안공인중개사사무소,"부산광역시 부산진구 성지로 44, 1층(연지동)",35.17446336,129.0549735,2022-01-14
1213,부산진구,공인중개사,하춘희,서면삼한도토리부동산공인중개사사무소,"부산광역시 부산진구 중앙대로 821, 201동 122호(범전동, 삼한골든뷰 센트럴파크)",35.16502050,129.0627876,2022-01-14
1214,부산진구,공인중개사,배석진,금동공인중개사사무소,"부산광역시 부산진구 진남로 601, 102호(양정동,화성빌라트)",35.17403296,129.0792403,2022-01-14
1215,부산진구,공인중개사,이진수,부동산백화점공인중개사사무소,"부산광역시 부산진구 서전로9번길 38, 1층(부전동)",35.15934483,129.0614075,2022-01-14
1216,부산진구,공인중개사,권희숙,한마음공인중개사사무소,"부산광역시 부산진구 가야대로 528, 1층(가야동)",35.15327117,129.0299174,2022-01-14
1217,부산진구,공인중개사,박순필,골드공인중개사사무소,"부산광역시 부산진구 가야대로 528, 1층(가야동)",35.15327117,129.0299174,2022-01-14
1218,부산진구,공인중개사,송연실,예스공인중개사사무소,"부산광역시 부산진구 범양로 128, 1층(양정동)",35.17445832,129.0658307,2022-01-14
1219,부산진구,공인중개사,배경진,스위첸금동공인중개사사무소,"부산광역시 부산진구 진남로 601, 102호(양정동, 화성빌라트)",35.17403296,129.0792403,2022-01-14
1220,부산진구,공인중개사,정세영,부자공인중개사사무소,"부산광역시 부산진구 연수로54번길 30, 1층(양정동)",35.17372474,129.0774139,2022-01-14
1221,부산진구,공인중개사,정혜원,양정탑부동산중개사무소,"부산광역시 부산진구 연수로54번길 29, 1층(양정동)",35.17379518,129.0776014,2022-01-14
1222,부산진구,공인중개사,김종익,백양캐슬공인중개사사무소,"부산광역시 부산진구 당감서로94번길 37, 102동 202호(당감동,궁전아이브)",35.16993166,129.0348809,2022-01-14
1223,부산진구,공인중개사,조정숙,이편한오렌지공인중개사사무소,"부산광역시 부산진구 전포대로300번길 49, 101호(전포동,더샵골드6)",35.16586792,129.0668711,2022-01-14
1224,부산진구,공인중개사,김서영,I PARK 미소 공인중개사사무소,"부산광역시 부산진구 경마장로 1, 1층(범전동)",35.16860425,129.0632185,2022-01-14
1225,부산진구,공인중개사,신보화,엘지공인중개사사무소,"부산광역시 부산진구 백양대로300번길 20, 상가동 지5호(개금동,신개금엘지아파트)",35.15504721,129.0192386,2022-01-14
1226,부산진구,공인중개사,신유진,팔방공인중개사사무소,"부산광역시 부산진구 성지로8번길 43, 1층(연지동)",35.17209949,129.0583240,2022-01-14
1227,부산진구,공인중개사,최재준,프로공인중개사사무소,"부산광역시 부산진구 전포대로 155, 101호(전포동,대동레미안 센트럴시티2)",35.15044335,129.0650232,2022-01-14
1228,부산진구,공인중개사,김진오,지오공인중개사사무소,"부산광역시 부산진구 중앙대로 821, 201동 128호 (범전동, 삼한골든뷰 센트럴파크)",35.16502050,129.0627876,2022-01-14
1229,부산진구,공인중개사,정경미,e삼성부동산공인중개사사무소,"부산광역시 부산진구 연수로 26-1, 1층(양정동)",35.17387903,129.0742542,2022-01-14
1230,부산진구,공인중개사,이동숙,리담컨설팅부동산중개,"부산광역시 부산진구 동평로 334-1, 2층(양정동)",35.17437418,129.0620751,2022-01-14
1231,부산진구,공인중개사,남성용,휴포레우리공인중개사사무소,"부산광역시 부산진구 동평로 173, 111호(부암동, 협성휴포레시티즌파크아파트)",35.16635389,129.0473603,2022-01-14
1232,부산진구,공인중개사,김현정,가야센트레빌공인중개사사무소,"부산광역시 부산진구 가야공원로 20, 1층(가야동)",35.15165060,129.0296884,2022-01-14
1233,부산진구,공인중개사,김지현,태양공인중개사사무소,"부산광역시 부산진구 성지로46번길 3, 1층(연지동)",35.17489522,129.0550669,2022-01-14
