연번,시군구,중개업소구분,중개업자명,중개업소명,사무소주소,위도,경도,데이터기준일자
3039,북구,공인중개사,장경숙,새롯데공인중개사사무소,"부산광역시 북구 금곡대로 166, 903동(상가) 106-1호(화명동, 롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3040,북구,공인중개사,이은임,금샘공인중개사사무소,"부산광역시 북구 만덕대로 165, 상가 104호(덕천동, 부영벽산파라빌)",35.21346371,129.0227701,2022-01-14
3041,북구,공인중개사,황경실,장보고공인중개사사무소,"부산광역시 북구 금곡대로 458, 102호(금곡동, 금곡월드프라자)",35.24911221,129.0132959,2022-01-14
3042,북구,공인중개사,임정빈,일사천리공인중개사사무소,부산광역시 북구 산성로 27(화명동),35.23983720,129.0164874,2022-01-14
3043,북구,공인중개사,임정옥,솔내음 공인중개사사무소,"부산광역시 북구 양달로 80-13, 상가 101호(화명동, 코오롱아파트)",35.24365592,129.0222047,2022-01-14
3044,북구,공인중개사,손필숙,제일공인중개사사무소,"부산광역시 북구 학사로17번길 19, 지하04호(화명동, 중도빌딩)",35.22349068,129.0073197,2022-01-14
3045,북구,공인중개사,강춘환,현대공인중개사사무소,부산광역시 북구 덕천로 291(만덕동),35.20979320,129.0356947,2022-01-14
3046,북구,공인중개사,정순자,시원공인중개사사무소,"부산광역시 북구 금곡대로 270, 상가동109호(화명동, 화명동대림타운)",35.23237752,129.0138894,2022-01-14
3047,북구,공인중개사,김말남,삼원공인중개사사무소,"부산광역시 북구 금곡대로8번길 33, 43호(덕천동, 아남프라자)",35.21150298,129.0072263,2022-01-14
3048,북구,공인중개사,이현미,나라부동산공인중개사사무소,"부산광역시 북구 양달로 78, 상가동 108호(화명동,도시화명그린아파트)",35.24411056,129.0217379,2022-01-14
3049,북구,공인중개사,김미선,동문제일부동산중개사무소,부산광역시 북구 덕천로276번길 28(만덕동),35.20833933,129.0338971,2022-01-14
3050,북구,공인중개사,노정현,하나공인중개사사무소,부산광역시 북구 백양대로 1160(구포동),35.20583617,129.0047072,2022-01-14
3051,북구,공인중개사,정운태,삼성공인중개사사무소,부산광역시 북구 백양대로 1191(구포동),35.20869965,129.0050610,2022-01-14
3052,북구,공인중개사,김재화,그랜드공인중개사사무소,부산광역시 북구 만덕3로 32-1(만덕동),35.21164943,129.0273163,2022-01-14
3053,북구,공인중개사,김민근,만덕쌍용공인중개사사무소,부산광역시 북구 만덕3로 47(만덕동),35.21186103,129.0289335,2022-01-14
3054,북구,공인중개사,김도완,황금공인중개사사무소,부산광역시 북구 만덕대로40번길 27(덕천동),35.20990263,129.0099742,2022-01-14
3055,북구,공인중개사,이신,대성공인중개사사무소,"부산광역시 북구 구남언덕로 22, 9동 103호(구포동, 대성맨션)",35.20150583,128.9953412,2022-01-14
3056,북구,공인중개사,황하연,삼성공인중개사사무소,부산광역시 북구 금곡대로616번길 110(금곡동),35.26539515,129.0171147,2022-01-14
3057,북구,공인중개사,이서영,리버뷰자이공인중개사사무소,"부산광역시 북구 금곡대로470번길 29, 상가 301동 102호(금곡동, 신화명리버뷰자이)",35.25125766,129.0122018,2022-01-14
3058,북구,공인중개사,홍국양,명품합동공인중개사사무소,"부산광역시 북구 금곡대로 166, 903동121-1호(화명동,화명롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3059,북구,공인중개사,최은수,자유공인중개사사무소,부산광역시 북구 금곡대로 135(덕천동),35.22138636,129.0078099,2022-01-14
3060,북구,공인중개사,이인재,성신 공인중개사사무소,"부산광역시 북구 시랑로94번길 13, A동 B2호(구포동, 칠우하이츠빌라)",35.19667090,129.0066476,2022-01-14
3061,북구,공인중개사,김봉식,진광공인중개사사무소,부산광역시 북구 덕천로 136-1(덕천동),35.21047239,129.0194156,2022-01-14
3062,북구,공인중개사,안병화,미래공인중개사사무소,"부산광역시 북구 시랑로94번길 68, B-101호,(구포동, 대흥베스트빌라)",35.19424101,129.0072654,2022-01-14
3063,북구,공인중개사,이영옥,모아공인중개사합동사무소,"부산광역시 북구 학사로17번길 19, 지하4호(화명동, 중도빌딩)",35.22349068,129.0073197,2022-01-14
3064,북구,공인중개사,정유진,풍성공인중개사사무소,"부산광역시 북구 금곡대로 175, 상가 1동 109호(화명동, 화명2차동원로얄듀크)",35.22489686,129.0094792,2022-01-14
3065,북구,공인중개사,김혜진,낙천대공인중개사사무소,"부산광역시 북구 화명신도시로 156, 상가동 102호(화명동, 롯데낙천대아파트)",35.23746027,129.0118653,2022-01-14
3066,북구,공인중개사,박은진,88공인중개사사무소,"부산광역시 북구 백양대로 1003, 상가동126호(구포동, 현대아파트)",35.19553544,128.9935333,2022-01-14
3067,북구,공인중개사,권종길,초원공인중개사사무소,부산광역시 북구 의성로128번길 48(덕천동),35.20870534,129.0087073,2022-01-14
3068,북구,공인중개사,유순옥,덕성공인중개사사무소,부산광역시 북구 금곡대로20번길 79(덕천동),35.21288608,129.0089129,2022-01-14
3069,북구,공인중개사,이성희,하늘공인중개사사무소,"부산광역시 북구 금곡대로 166, 903동(상가) 121-2호(화명동, 롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3070,북구,공인중개사,서갑연,월드공인중개사사무소,"부산광역시 북구 만덕대로 153, 상가2동 102호(덕천동, 삼정그린코아아파트)",35.21340275,129.0214513,2022-01-14
3071,북구,공인중개사,김형오,한일공인중개사사무소,"부산광역시 북구 백양대로 1102, 2층(구포동)",35.20294618,128.9999383,2022-01-14
3072,북구,공인중개사,주금란,청산공인중개사사무소,"부산광역시 북구 덕천로234번길 24, 상가1-111호(만덕동, 럭키아파트)",35.21002417,129.0287016,2022-01-14
3073,북구,공인중개사,이수영,신한국공인중개사사무소,"부산광역시 북구 백양대로 1003, 상가129호(구포동, 현대아파트)",35.19553544,128.9935333,2022-01-14
3074,북구,공인중개사,권영재,신도시공인중개사사무소,부산광역시 북구 효열로 219(금곡동),35.26359329,129.0191473,2022-01-14
3075,북구,공인중개사,김기환,부동산1번지공인중개사사무소,"부산광역시 북구 효열로 38, 근로복지관동 102호(금곡동, 금곡6단지주공아파트)",35.24961285,129.0148625,2022-01-14
3076,북구,공인중개사,정종학,라인공인중개사사무소,"부산광역시 북구 덕천로 182, 202동 스포츠센터 103호(만덕동, 벽산라인타운)",35.21091444,129.0247040,2022-01-14
3077,북구,공인중개사,진경순,코아공인중개사사무소,"부산광역시 북구 백양대로 1014, 상가104호(구포동, 삼정그린코아)",35.19618256,128.9948589,2022-01-14
3078,북구,공인중개사,김순석,수정공인중개사사무소,"부산광역시 북구 덕천로234번길 48, 상가2-13호 (만덕동, 그린코아)",35.20880131,129.0283457,2022-01-14
3079,북구,공인중개사,심현주,장원공인중개사사무소,"부산광역시 북구 금곡대로 408, 상가 13동 101호(화명동, 벽산강변타운)",35.24481232,129.0133302,2022-01-14
3080,북구,공인중개사,배연주,배연주공인중개사사무소,부산광역시 북구 백양대로1016번길 16(구포동),35.19611260,128.9956926,2022-01-14
3081,북구,공인중개사,한용진,베르빌공인중개사사무소,"부산광역시 북구 만덕1로 8, 상가101호 (만덕동, 만덕베르빌아파트)",35.21351594,129.0377960,2022-01-14
3082,북구,공인중개사,김성연,햇님공인중개사합동사무소,"부산광역시 북구 화명신도시로 115, 101호(화명동, 성문타워)",35.23439845,129.0104430,2022-01-14
3083,북구,공인중개사,이설화,롯데카이저공인중개사사무소,"부산광역시 북구 금곡대로 166, 903동(상가) 124호(화명동, 롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3084,북구,공인중개사,최호원,덕천삼정공인중개사사무소,"부산광역시 북구 만덕대로155번길 9, 상가1동 110호(덕천동, 덕천삼정그린코아)",35.21376197,129.0216096,2022-01-14
3085,북구,공인중개사,노혜란,햇님공인중개사사무소,"부산광역시 북구 화명신도시로 115, 101호(화명동, 성문타워)",35.23439845,129.0104430,2022-01-14
3086,북구,공인중개사,오의순,소망공인중개사사무소,"부산광역시 북구 학사로17번길 19, 제지층 제지하2호(화명동, 중도빌딩)",35.22349068,129.0073197,2022-01-14
3087,북구,공인중개사,이덕실,세일공인중개사사무소,부산광역시 북구 화명대로 67(화명동),35.23469031,129.0154124,2022-01-14
3088,북구,공인중개사,이명선,부민공인중개사사무소,"부산광역시 북구 금곡대로 270, 상가117호(화명동, 화명동대림타운)",35.23237752,129.0138894,2022-01-14
3089,북구,공인중개사,박효심,대하공인중개사사무소,"부산광역시 북구 금곡대로 270, 상가108호(화명동, 화명동대림타운)",35.23237752,129.0138894,2022-01-14
3090,북구,공인중개사,박태용,삼성공인중개사사무소,"부산광역시 북구 만덕2로 14, 삼성종합상가116호(만덕동)",35.21164833,129.0369484,2022-01-14
3091,북구,공인중개사,김종진,양지공인중개사사무소,"부산광역시 북구 만덕대로178번길 22, 101호(덕천동)",35.21231637,129.0241395,2022-01-14
3092,북구,공인중개사,정영희,온누리공인중개사사무소,"부산광역시 북구 화명대로 101, 상가 118동 102호(화명동, 삼한힐파크)",35.23498529,129.0189207,2022-01-14
3093,북구,공인중개사,정성애,샛별공인중개사사무소,"부산광역시 북구 금곡대로 166, 903동(상가) 105호 (화명동, 화명롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3094,북구,공인중개사,공권표,대림공인중개사사무소,"부산광역시 북구 덕천로 76, 상가 가-1호(덕천동, 주공아파트)",35.20880381,129.0131016,2022-01-14
3095,북구,공인중개사,김명석,다솜공인중개사사무소,"부산광역시 북구 효열로 219, 102호(금곡동)",35.26359329,129.0191473,2022-01-14
3096,북구,공인중개사,박임숙,뉴월드공인중개사사무소,부산광역시 북구 산성로12번길 46(화명동),35.23725238,129.0151587,2022-01-14
3097,북구,공인중개사,손석화,새신흥공인중개사사무소,"부산광역시 북구 화명대로94번길 39, 상가101호(화명동, 그린힐@)",35.23257090,129.0176930,2022-01-14
3098,북구,공인중개사,이춘근,새행운부동산중개사무소,부산광역시 북구 백양대로1102번길 19(구포동),35.20241643,129.0007774,2022-01-14
3099,북구,공인중개사,최진순,길공인중개사사무소,"부산광역시 북구 모분재로23번길 120, 상가 나동 103호(덕천동, 덕천주공아파트)",35.20680900,129.0123520,2022-01-14
3100,북구,공인중개사,이우영,프라임공인중개사사무소,부산광역시 북구 효열로 207(금곡동),35.26287708,129.0185669,2022-01-14
3101,북구,공인중개사,류미환,그린빌공인중개사사무소,"부산광역시 북구 화명신도시로 228, 상가104호(금곡동, 프라임빌)",35.24430632,129.0113242,2022-01-14
3102,북구,공인중개사,박찬주,고명공인중개사사무소,"부산광역시 북구 금곡대로 408, 상가201호(화명동, 벽산강변타운)",35.24481232,129.0133302,2022-01-14
3103,북구,공인중개사,이정남,열린공인중개사사무소,부산광역시 북구 시랑로79번길 23(구포동),35.19868296,129.0074961,2022-01-14
3104,북구,공인중개사,이지숙,늘푸른 공인중개사사무소,"부산광역시 북구 금곡대로285번길 29, 상가1층110호(화명동, 네오플러스빌딩)",35.23387469,129.0116340,2022-01-14
3105,북구,공인중개사,김나연,영삼공인중개사사무소,"부산광역시 북구 만덕2로44번길 72, 106동109호(만덕동,대성종합상가)",35.21089026,129.0338965,2022-01-14
3106,북구,공인중개사,이영주,태양공인중개사사무소,"부산광역시 북구 낙동북로 736, 상가102호(구포동)",35.19704141,129.0021938,2022-01-14
3107,북구,공인중개사,김종주,명진공인중개사사무소,"부산광역시 북구 화명대로94번길 39, 상가2호(화명동, 화명그린힐아파트)",35.23257090,129.0176930,2022-01-14
3108,북구,공인중개사,조영자,동문힐공인중개사사무소,"부산광역시 북구 덕천로276번길 60, 상가동 110호(만덕동, 백양산동문굿모닝힐)",35.20578417,129.0333375,2022-01-14
3109,북구,공인중개사,정영춘,부부공인중개사사무소,"부산광역시 북구 금곡대로 270, 상가106호(화명동, 화명동대림타운)",35.23237752,129.0138894,2022-01-14
3110,북구,공인중개사,정도영,정문공인중개사사무소,"부산광역시 북구 금곡대로 166, 903동(상가) 105호(화명동, 롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3111,북구,공인중개사,홍경표,OK공인중개사사무소,"부산광역시 북구 산성로 88-1, 106호(화명동, 그린숲속아파트 상가동)",35.24146124,129.0227154,2022-01-14
3112,북구,공인중개사,이지우,한성 공인중개사사무소,부산광역시 북구 만덕2로 41(만덕동),35.20980235,129.0377816,2022-01-14
3113,북구,공인중개사,전정득,88공인중개사사무소,"부산광역시 북구 만덕대로 165, 상가 107호(덕천동, 부영벽산파라빌)",35.21346371,129.0227701,2022-01-14
3114,북구,공인중개사,박희원,일번지공인중개사사무소,"부산광역시 북구 양달로 4, 1층(화명동)",35.24152111,129.0145418,2022-01-14
3115,북구,공인중개사,송필영,그린코아공인중개사사무소,부산광역시 북구 덕천로234번길 42(만덕동),35.20916248,129.0282733,2022-01-14
3116,북구,공인중개사,박현숙,부부공인중개사(합동)사무소,"부산광역시 북구 금곡대로 270, 상가106호(화명동, 화명동대림타운)",35.23237752,129.0138894,2022-01-14
3117,북구,공인중개사,안금주,푸른공인중개사사무소,"부산광역시 북구 덕천로234번길 13, 상가8동101호(만덕동, 동원아파트)",35.20993651,129.0294693,2022-01-14
3118,북구,공인중개사,김대근,써니 공인중개사사무소,부산광역시 북구 덕천로281번길 54(만덕동),35.21167737,129.0356638,2022-01-14
3119,북구,공인중개사,김강호,누리공인중개사사무소,"부산광역시 북구 팽나무로 26, 지층 101호(구포동, 영남그린빌라)",35.20489729,129.0070458,2022-01-14
3120,북구,공인중개사,공길진,우리공인중개사사무소,"부산광역시 북구 덕천2길 69, 1층(덕천동, 그린빌)",35.20988439,129.0089196,2022-01-14
3121,북구,공인중개사,최성애,모아공인중개사사무소,"부산광역시 북구 학사로17번길 19, 제지층 제지하 04호(화명동, 중도빌딩)",35.22349068,129.0073197,2022-01-14
3122,북구,공인중개사,이상현,미래공인중개사사무소,"부산광역시 북구 금곡대로303번길 2, 104호(화명동, 시티타워)",35.23564398,129.0134797,2022-01-14
3123,북구,공인중개사,김정자,한빛공인중개사사무소,"부산광역시 북구 화명신도시로 11, 상가1-107(화명동, 대림쌍용강변타운)",35.22527822,129.0080668,2022-01-14
3124,북구,공인중개사,최은실,유앤아이 공인중개사사무소,"부산광역시 북구 화명신도시로 190, 상가동 102호(금곡동, 화명한일유앤아이)",35.24101026,129.0120413,2022-01-14
3125,북구,공인중개사,배무현,굿모닝 공인중개사사무소,"부산광역시 북구 시랑로79번길 30-8, 101동 102호(구포동, 구포동성가든타워)",35.19823432,129.0072489,2022-01-14
3126,북구,공인중개사,김경남,대호공인중개사사무소,부산광역시 북구 낙동대로1762번길 112(구포동),35.20475772,129.0010587,2022-01-14
3127,북구,공인중개사,윤임정,럭키공인중개사사무소,"부산광역시 북구 덕천로234번길 24, 상가 108호(만덕동, 럭키만덕아파트)",35.21002417,129.0287016,2022-01-14
3128,북구,공인중개사,진지현,열린공인중개사사무소,"부산광역시 북구 화명신도시로 147, 상가동 101호(화명동, 대우이안)",35.23726925,129.0109950,2022-01-14
3129,북구,공인중개사,김기남,유림공인중개사사무소,"부산광역시 북구 낙동북로 736, 상가 104호(구포동, 유림노르웨이숲)",35.19704141,129.0021938,2022-01-14
3130,북구,법인,정윤채,대경부동산중개법인주식회사,"부산광역시 북구 금곡대로8번길 87, 103동 102호(덕천동, 덕천역이즈카운티)",35.21212129,129.0098260,2022-01-14
3131,북구,법인,김현순,우리집부동산중개법인주식회사,"부산광역시 북구 금곡대로 166, 903동(상가) 221호(화명동, 화명롯데캐슬카이저)",35.22636131,129.0122107,2022-01-14
3132,북구,법인,이준호,주식회사 제이에이치부동산중개법인,"부산광역시 북구 학사로 140, 414호(화명동, 덕진 상뜨레-뷰 앙코르)",35.23491021,129.0085267,2022-01-14
3133,북구,법인,이상훈,크리스탈부동산중개법인,"부산광역시 북구 학사로 8, 112호(화명동, 크리스탈타워)",35.22417424,129.0085804,2022-01-14
3134,해운대구,중개인,조갑래,송림부동산중개,부산광역시 해운대구 송정중앙로 11(송정동),35.18349159,129.2022116,2022-01-14
3135,해운대구,중개인,오덕구,산호부동산중개인사무소,"부산광역시 해운대구 아랫반송로25번길 5, 2층(반송동)",35.22512221,129.1488251,2022-01-14
3136,해운대구,중개인,차경직,한성부동산중개,부산광역시 해운대구 반송로 612-1(석대동),35.21986208,129.1292761,2022-01-14
3137,해운대구,중개인,김영숙,삼화부동산중개사무소,"부산광역시 해운대구 좌동순환로 405, 상가 101호(중동, 마마아파트)",35.16200404,129.1764081,2022-01-14
3138,해운대구,중개인,고송희,부영부동산중개사무소,"부산광역시 해운대구 좌동순환로433번길 30-1, 상가 120호(중동, 해운대 힐스테이트 위브)",35.16083698,129.1777743,2022-01-14
3139,해운대구,중개인,권복순,한마음부동산중개,부산광역시 해운대구 아랫반송로21번길 9(반송동),35.22555941,129.1483479,2022-01-14
3140,해운대구,중개인,강성중,샬롬부동산중개사무소,"부산광역시 해운대구 센텀동로 26, A-406(우동, 한화꿈에그린 센텀)",35.17222246,129.1323485,2022-01-14
3141,해운대구,공인중개사,지화경,제니스마린부동산중개,"부산광역시 해운대구 마린시티2로 33, 104동 143호(우동, 두산위브더제니스)",35.15720524,129.1448170,2022-01-14
3142,해운대구,공인중개사,주은숙,장산타운부동산중개,"부산광역시 해운대구 선수촌로 104-21, 1층(반여동)",35.20273524,129.1206265,2022-01-14
3143,해운대구,공인중개사,고미순,아델리스공인중개사사무소,"부산광역시 해운대구 마린시티3로 46, 109호(우동, 해운대우신골든메르시아)",35.15503639,129.1454012,2022-01-14
3144,해운대구,공인중개사,문순용,합동도우미공인중개사사무소,"부산광역시 해운대구 양운로 92, 10층(좌동, 나하나빌딩)",35.17125671,129.1750157,2022-01-14
3145,해운대구,공인중개사,박춘옥,로얄부동산중개,"부산광역시 해운대구 반여로 131, 상가 111호(반여동, 아시아선수촌)",35.20387017,129.1216854,2022-01-14
3146,해운대구,공인중개사,박봉옥,송천부동산중개,"부산광역시 해운대구 반여로 131, 상가 124호(반여동, 아시아선수촌프레스센터상가)",35.20345812,129.1233490,2022-01-14
3147,해운대구,공인중개사,김경림,신도공인중개사사무소,"부산광역시 해운대구 센텀중앙로 145, 상가6동 105호(재송동, 더샵센텀파크1차아파트)",35.17675690,129.1235959,2022-01-14
3148,해운대구,공인중개사,임필성,집으로공인중개사사무소,"부산광역시 해운대구 양운로 59, 102호(좌동, 경동윈츠타워)",35.16851632,129.1759642,2022-01-14
3149,해운대구,공인중개사,조순자,대림공인중개사사무소,"부산광역시 해운대구 선수촌로 95, 상가12동 102호(반여동, 센텀대림)",35.20064845,129.1172265,2022-01-14
3150,해운대구,공인중개사,윤종호,코아부동산공인중개사사무소,"부산광역시 해운대구 세실로 48, 상가 133호(좌동, 해운대삼정코아주상복합)",35.16968098,129.1785496,2022-01-14
3151,해운대구,공인중개사,한점이,팔도부동산중개사무소,"부산광역시 해운대구 좌동순환로 252, 상가 101호(좌동, 대원아파트)",35.17285761,129.1800117,2022-01-14
3152,해운대구,공인중개사,이옥순,현대공인중개사사무소,부산광역시 해운대구 재반로270번길 15(반여동),35.20134250,129.1327311,2022-01-14
3153,해운대구,공인중개사,권은정,센텀에이스공인중개사사무소,"부산광역시 해운대구 센텀1로 9, S-116호(우동, 롯데갤러리움센텀)",35.16740070,129.1313156,2022-01-14
3154,해운대구,공인중개사,이택환,엘시티공인중개사사무소,"부산광역시 해운대구 달맞이길 56, 1층(중동)",35.16111222,129.1707755,2022-01-14
3155,해운대구,공인중개사,박수영,아름다운공인중개사사무소,"부산광역시 해운대구 센텀동로 123, B동 23호(재송동, 더샵센텀스타)",35.17758855,129.1243099,2022-01-14
3156,해운대구,공인중개사,박기조,동부부동산공인중개사사무소,"부산광역시 해운대구 선수촌로 95, 상가12동 113호(반여동, 센텀대림)",35.20064845,129.1172265,2022-01-14
3157,해운대구,공인중개사,오복자,오복공인중개사사무소,"부산광역시 해운대구 청사포로 16, 102호(좌동, 락희상가)",35.16625018,129.1837360,2022-01-14
3158,해운대구,공인중개사,정종수,삼천리공인중개사사무소,부산광역시 해운대구 아랫반송로21번길 9(반송동),35.22555941,129.1483479,2022-01-14
3159,해운대구,공인중개사,이정식,삼성공인중개사사무소,"부산광역시 해운대구 해운대로81번길 137, 상가동 110호 (재송동, 재송현대아파트)",35.19180988,129.1274818,2022-01-14
3160,해운대구,공인중개사,이주석,동진공인중개사사무소,부산광역시 해운대구 해운대로 1100(송정동),35.18334896,129.2011446,2022-01-14
3161,해운대구,공인중개사,김갑조,해운대공인중개사사무소,"부산광역시 해운대구 대천로 187, 상가 106호(좌동, 해운대 화목타운)",35.17149402,129.1793443,2022-01-14
3162,해운대구,공인중개사,이일수,효성공인중개사사무소,"부산광역시 해운대구 대천로 35, 상가 110호(좌동, 효성코오롱아파트)",35.17000731,129.1681369,2022-01-14
3163,해운대구,공인중개사,황성,주공공인중개사사무소,부산광역시 해운대구 대천로67번길 15(좌동),35.17274055,129.1679235,2022-01-14
3164,해운대구,공인중개사,조영숙,광신공인중개사사무소,"부산광역시 해운대구 청사포로 27, 상가 214호(좌동, 경남선경아파트)",35.16652136,129.1864183,2022-01-14
3165,해운대구,공인중개사,이종철,마리나공인중개사사무소,"부산광역시 해운대구 해운대해변로 117, 상가동 103호(우동, 대우마리나1차아파트)",35.15968795,129.1453567,2022-01-14
3166,해운대구,공인중개사,박한수,오션부동산공인중개사사무소,"부산광역시 해운대구 해운대해변로 203, 232호(우동, 오션타워)",35.15878741,129.1538064,2022-01-14
3167,해운대구,공인중개사,류화복,88공인중개사사무소,"부산광역시 해운대구 해운대로 428, 동부121-1(우동, 동부올림픽타운)",35.16687904,129.1398374,2022-01-14
3168,해운대구,공인중개사,최계용,참공인중개사사무소,"부산광역시 해운대구 좌동순환로 309, 102호(좌동, 삼정프라자)",35.16837370,129.1831960,2022-01-14
3169,해운대구,공인중개사,심대진,벽산2차공인중개사사무소,"부산광역시 해운대구 좌동순환로299번길 11, 상가동 109호 및 110호(좌동, 벽산2차아파트)",35.16957245,129.1850466,2022-01-14
3170,해운대구,공인중개사,최해천,한제공인중개사사무소,"부산광역시 해운대구 해운대로61번가길 6, 상가동 101호(재송동, 재송삼익아파트)",35.19076658,129.1214172,2022-01-14
3171,해운대구,공인중개사,차현옥,대신공인중개사사무소,부산광역시 해운대구 신반송로 187(반송동),35.22959258,129.1592584,2022-01-14
3172,해운대구,공인중개사,최천명,부산공인중개사사무소,부산광역시 해운대구 선수촌로 90(반여동),35.20174622,129.1193830,2022-01-14
3173,해운대구,공인중개사,손혁기,선수공인중개사사무소,"부산광역시 해운대구 선수촌로 122, 상가 102호(반여동, 아시아선수촌)",35.20387017,129.1216854,2022-01-14
3174,해운대구,공인중개사,박계홍,88공인중개사사무소,"부산광역시 해운대구 대천로 205, 상가 108호(좌동, 벽산아파트)",35.17053700,129.1804282,2022-01-14
3175,해운대구,공인중개사,장원자,건영공인중개사사무소,"부산광역시 해운대구 세실로 126, 상가 107호(좌동, 건영아파트)",35.17562853,129.1768571,2022-01-14
3176,해운대구,공인중개사,최영호,상록공인중개사사무소,"부산광역시 해운대구 세실로 7, 상가 107호(좌동, 상록아파트)",35.16539706,129.1797171,2022-01-14
3177,해운대구,공인중개사,이애은,자이공인중개사사무소,"부산광역시 해운대구 해운대로483번가길 9, 1층(우동)",35.16346245,129.1465512,2022-01-14
3178,해운대구,공인중개사,유영숙,해동공인중개사사무소,부산광역시 해운대구 달맞이길65번길 6(중동),35.16087871,129.1725503,2022-01-14
3179,해운대구,공인중개사,박군서,해운대공인중개사사무소,"부산광역시 해운대구 구남로29번길 20-22, 1층 (중동)",35.16197769,129.1623472,2022-01-14
3180,해운대구,공인중개사,이정화,복부동산중개,"부산광역시 해운대구 반여로 131, 상가 127호(반여동, 아시아선수촌)",35.20387017,129.1216854,2022-01-14
3181,해운대구,공인중개사,박정구,토탈부동산뱅크공인중개사사무소,"부산광역시 해운대구 좌동순환로 275, 상가 109호(좌동, 대우2차아파트)",35.17245658,129.1832333,2022-01-14
3182,해운대구,공인중개사,이찬우,대우공인중개사사무소,"부산광역시 해운대구 세실로 19, 상가 103호(좌동, 대우1차아파트)",35.16739183,129.1794386,2022-01-14
3183,해운대구,공인중개사,최성숙,한빛공인중개사사무소,"부산광역시 해운대구 신반송로 29, 상가105호(반송동, 벽산한솔)",35.22677578,129.1606683,2022-01-14
3184,해운대구,공인중개사,최유성,센텀지오부동산중개,"부산광역시 해운대구 해운대로483번길 10, 상가동 205호, 206호, 210호, 211호(우동, 롯데아파트)",35.16344335,129.1476157,2022-01-14
3185,해운대구,공인중개사,최대한,대한공인중개사사무소,"부산광역시 해운대구 재반로125번길 5, 지하호(재송동, 서운빌라)",35.18947764,129.1262637,2022-01-14
3186,해운대구,공인중개사,최주식,월드공인중개사사무소,부산광역시 해운대구 선수촌로 104-9(반여동),35.20290377,129.1199480,2022-01-14
3187,해운대구,공인중개사,문정호,미래부동산중개사무소,"부산광역시 해운대구 재송2로 17, 7동 108호(재송동, 남성선파크타운)",35.19270099,129.1305137,2022-01-14
3188,해운대구,공인중개사,진봉업,한마음공인중개사사무소,"부산광역시 해운대구 삼어로 61, 상가 109호(반여동, 우방)",35.20284877,129.1161475,2022-01-14
3189,해운대구,공인중개사,이순애,탑공인중개사사무소,"부산광역시 해운대구 좌동순환로299번길 11, 상가 106호(좌동, 벽산2차아파트)",35.16957245,129.1850466,2022-01-14
3190,해운대구,공인중개사,김경수,현대공인중개사사무소,부산광역시 해운대구 송정광어골로 1(송정동),35.18071717,129.1993053,2022-01-14
3191,해운대구,공인중개사,권현석,센텀SK공인중개사사무소,"부산광역시 해운대구 선수촌로 6-16, 1층 일부(반여동)",35.19510470,129.1192039,2022-01-14
3192,해운대구,공인중개사,박양옥,센텀시티공인중개사사무소,"부산광역시 해운대구 센텀중앙로 145, 상가6동 103호(재송동, 더샵센텀파크1차아파트)",35.17675690,129.1235959,2022-01-14
3193,해운대구,공인중개사,홍성욱,코끼리부동산중개,"부산광역시 해운대구 신반송로 194, 1층5-4(반송동, 광하주택)",35.23030731,129.1608614,2022-01-14
3194,해운대구,공인중개사,박은숙,송은공인중개사사무소,"부산광역시 해운대구 달맞이길117번가길 25, 에이동 지하101호(중동, 송림프리텔)",35.15952516,129.1764163,2022-01-14
3195,해운대구,공인중개사,강수갑,성원공인중개사사무소,"부산광역시 해운대구 우동3로11번길 38-8, 301호(우동)",35.17024575,129.1630358,2022-01-14
3196,해운대구,공인중개사,문태식,대목공인중개사사무소,"부산광역시 해운대구 해운대해변로 203, 710호(우동, 오션타워)",35.15878741,129.1538064,2022-01-14
3197,해운대구,공인중개사,최성숙,천사부동산중개,"부산광역시 해운대구 해운대로 790, 204호(좌동, 해운대대림아크로텔)",35.16848656,129.1753161,2022-01-14
3198,해운대구,공인중개사,김광식,화목공인중개사사무소,"부산광역시 해운대구 대천로 187, 상가1층 110호(좌동, 해운대 화목타운)",35.17149402,129.1793443,2022-01-14
3199,해운대구,공인중개사,도영희,그린공인중개사사무소,"부산광역시 해운대구 선수촌로21번길 7, 근린상가 102호(반여동)",35.19596225,129.1180956,2022-01-14
3200,해운대구,공인중개사,박미숙,꿈에그린공인중개사사무소,"부산광역시 해운대구 반여로 67, 상가 115동 104-C(반여동, 메가센텀한화꿈에그린)",35.19807835,129.1222207,2022-01-14
3201,해운대구,공인중개사,윤치성,롯데공인중개사사무소,"부산광역시 해운대구 재송1로60번길 52, 1층(재송동)",35.18525331,129.1239874,2022-01-14
3202,해운대구,공인중개사,황의숙,행복공인중개사사무소,부산광역시 해운대구 재반로84번길 10(재송동),35.18632464,129.1260664,2022-01-14
3203,해운대구,공인중개사,김용문,삼성공인중개사사무소,부산광역시 해운대구 윗반송로 77(반송동),35.23086510,129.1572112,2022-01-14
