연변,시군구,중개업소명,위도,경도
402,동래구,명륜역쑥부동산중개사무소,35.21265619,129.0803779
403,동래구,보광부동산중개사무소,35.2104371,129.0775369
404,동래구,착한공인중개사사무소,35.20780402,129.0634004
405,동래구,센텀안락부동산공인중개사사무소,35.19363259,129.1018453
406,동래구,하나공인중개사사무소,35.20721524,129.0678187
407,동래구,스카이부동산중개사무소,35.19476081,129.1076035
408,동래구,대길공인중개사사무소,35.21897215,129.081692
409,동래구,골드공인중개사사무소,35.19297143,129.1061408
410,동래구,SK일등공인중개사사무소,35.21733242,129.0816043
411,동래구,동래포레나공인중개사사무소,35.19659937,129.0907727
412,동래구,대원공인중개사사무소,35.20406108,129.086963
413,동래구,청하공인중개사사무소,35.21307618,129.078769
414,동래구,복드림타운공인중개사사무소,35.20913516,129.0718965
415,동래구,복드림랜드공인중개사사무소,35.20913516,129.0718965
416,동래구,다원부동산공인중개사사무소,35.20192626,129.0997612
417,동래구,KCC은하수공인중개사사무소,35.1992712,129.056854
418,동래구,굿하우스공인중개사사무소,35.21807192,129.0825697
419,동래구,랜드멘토부동산중개사사무소,35.22049961,129.0842496
420,동래구,더원공인중개사사무소,35.20382953,129.1065298
421,동래구,미래공인중개사사무소,35.21937649,129.079819
422,동래구,중앙공인중개사사무소,35.19476081,129.1076035
423,동래구,동래탑공인중개사사무소,35.20311035,129.0824148
424,동래구,아세아공인중개사사무소,35.19970935,129.092747
425,동래구,사직W부동산중개사무소,35.19834862,129.0705357
426,동래구,돈되는부동산중개사무소,35.20346104,129.0895357
427,동래구,더유림부동산공인중개사사무소,35.21625754,129.0818536
428,동래구,엔젤부동산공인중개사사무소,35.21652866,129.0787488
429,동래구,까치공인중개사사무소,35.21151502,129.0718729
430,동래구,신황금공인중개사사무소,35.21307618,129.078769
431,동래구,반도공인중개사사무소,35.19854014,129.0874603
432,동래구,e편한동래아시아드공인중개사사무소,35.20229734,129.0663815
433,동래구,황토부동산공인중개사사무소,35.20894628,129.0718501
434,동래구,대륙공인중개사사무소,35.19634587,129.1067686
435,동래구,에이스공인중개사사무소,35.20534173,129.0656197
436,동래구,연다라공인중개사사무소,35.20510095,129.1054928
437,동래구,성공공인중개사사무소,35.19925276,129.0833848
438,동래구,미래공인중개사사무소,35.19458273,129.1044057
439,동래구,한울공인중개사사무소,35.19723397,129.101312
440,동래구,동래부동산중개사무소,35.19900872,129.0934734
441,동래구,한결공인중개사사무소,35.20229734,129.0663815
442,동래구,꿈에공인중개사사무소,35.19291625,129.1062608
443,동래구,대교공인중개사사무소,35.19208249,129.1008252
444,동래구,베스트부동산공인중개사사무소,35.21072414,129.0736417
445,동래구,희망공인중개사사무소,35.20119333,129.0719677
446,동래구,NEW아세아공인중개사사무소,35.19970935,129.092747
447,동래구,복산아세아부동산공인중개사사무소,35.19970935,129.092747
448,동래구,금손부동산중개사사무소,35.21134763,129.0825682
449,동래구,동래래미안단지내공인중개사사무소,35.20867914,129.0704628
450,동래구,영지공인중개사사무소,35.19893001,129.0902109
451,동래구,복사랑부동산공인중개사사무소,35.21793249,129.0790091
452,동래구,炫현공인중개사사무소,35.20629128,129.0673124
453,동래구,영진부동산공인중개사사무소,35.19521358,129.0895133
454,동래구,국민부동산공인중개사사무소,35.19862194,129.0620287
455,동래구,래미안황금공인중개사사무소,35.22051414,129.080614
456,동래구,노른자공인중개사사무소,35.19999336,129.0669993
457,동래구,명륜1번가공인중개사사무소,35.20667258,129.0812101
458,동래구,뜨란채공인중개사사무소,35.19274534,129.1101565
459,동래구,온천천공인중개사사무소,35.19696642,129.0860447
460,동래구,금맥공인중개사사무소,35.20133987,129.0888594
461,동래구,꿈에그린공인중개사사무소,35.19513277,129.0904785
462,동래구,뉴꿈에그린공인중개사사무소,35.19513277,129.0904785
463,동래구,부자부동산중개사무소,35.21638923,129.0872703
464,동래구,동래1번가부동산중개사사무소,35.20861296,129.0728451
465,동래구,박사공인중개사사무소,35.20191055,129.0652673
466,동래구,롯데캐슬공인중개사사무소,35.19624195,129.0864194
467,동래구,다옴공인중개사사무소,35.19759519,129.104205
468,동래구,수정부동산중개사무소,35.21638923,129.0872703
469,동래구,미담공인중개사사무소,35.20264941,129.101517
470,동래구,동래메가부동산중개사무소,35.19958352,129.0756143
471,동래구,세원공인중개사사무소,35.19476081,129.1076035
472,동래구,한진공인중개사사무소,35.20182196,129.0803331
473,동래구,행운부동산공인중개사사무소,35.20000459,129.0979672
474,동래구,온천비젼부동산공인중개사사무소,35.20913516,129.0718965
475,동래구,동래OK공인중개사사무소,35.21689025,129.0786328
476,동래구,토토공인중개사사무소,35.22184486,129.0819937
477,동래구,사직제일공인중개사사무소,35.19649014,129.0584321
478,동래구,메가플러스부동산중개,35.20309537,129.0820741
479,동래구,집사부동산공인중개사사무소,35.20468079,129.0741002
480,동래구,우정부동산공인중개사사무소,35.20554036,129.0998099
481,동래구,롯데클래식부동산중개사무소,35.19785111,129.0666528
482,동래구,썬공인중개사사무소,35.19308443,129.1026505
483,동래구,114단지내공인중개사사무소,35.20769745,129.0724047
484,동래구,예지공인중개사사무소,35.19693733,129.0660149
485,동래구,올바른공인중개사사무소,35.20234702,129.0891255
486,동래구,효성해링턴부동산공인중개사사무소,35.20693933,129.0674197
487,동래구,우리자이공인중개사사무소,35.20858574,129.0809609
488,동래구,올레공인중개사사무소,35.19738355,129.0531508
489,동래구,래미안공인중개사사무소,35.21099472,129.0736233
490,동래구,대원공인중개사사무소,35.21156311,129.0735649
491,동래구,행운부동산공인중개사사무소,35.19957714,129.0904172
492,동래구,다온부동산중개사무소,35.20234702,129.0891255
493,동래구,더봄공인중개사사무소,35.19524102,129.090469
494,동래구,나무공인중개사사무소,35.19836251,129.0659017
495,동래구,NEW행운부동산공인중개사사무소,35.20000459,129.0979672
496,동래구,행운공인중개사사무소,35.20133442,129.072321
497,동래구,사직열린공인중개사사무소,35.19888344,129.0579031
498,동래구,세움부동산공인중개사사무소,35.19756627,129.0652215
499,동래구,채움공인중개사사무소,35.21349833,129.0829702
500,동래구,강변부동산공인중개사사무소,35.19553809,129.1024421
501,동래구,알파공인중개사사무소,35.19731333,129.0652841
502,동래구,신세계공인중개사사무소,35.21544291,129.0781962
503,동래구,현대공인중개사사무소,35.20259065,129.0980679
504,동래구,뉴리체부동산공인중개사사무소,35.2105881,129.0828326
505,동래구,뉴세종공인중개사사무소,35.20163927,129.0856348
506,동래구,부동산매니저공인중개사사무소,35.19937384,129.0595457
507,동래구,사직KCC공인중개사사무소,35.20079351,129.0569725
508,동래구,만복공인중개사사무소,35.20057231,129.1137553
509,동래구,양지공인중개사사무소,35.21237827,129.0802095
510,동래구,광개토부동산중개,35.21847726,129.080587
511,동래구,금나라부동산공인중개사사무소(합동),35.22413439,129.0819912
512,동래구,동래아럭키공인중개사사무소,35.21084749,129.07193
513,동래구,W부동산공인중개사사무소,35.19553809,129.1024421
514,동래구,청담공인중개사사무소,35.20994701,129.0829559
515,동래구,래미안1번지부동산중개사무소,35.2117592,129.0727987
516,동래구,자이안트공인중개사사무소,35.19731333,129.0652841
517,동래구,리체부동산공인중개사사무소,35.2105881,129.0828326
518,동래구,창조공인중개사사무소,35.19816396,129.1119764
519,동래구,부경공인중개사사무소,35.20516773,129.0730633
520,동래구,롯데귀족부동산중개사무소,35.19785111,129.0666528
521,동래구,복있는부동산공인중개사사무소,35.21608311,129.0781718
522,동래구,금나라부동산공인중개사사무소,35.22413439,129.0819912
523,동래구,SK공인중개사사무소,35.22128992,129.0855783
524,동래구,굿모닝합동공인중개사사무소,35.19953703,129.103781
525,동래구,사직롯데공인중개사사무소,35.19785111,129.0666528
526,동래구,행복공인중개사사무소,35.22128992,129.0855783
527,동래구,명품래미안공인중개사사무소,35.21170897,129.0733801
528,동래구,동일공인중개사사무소,35.20065023,129.088367
529,동래구,부영부동산중개사무소,35.2204512,129.0846224
530,동래구,OK공인중개사사무소,35.19460935,129.0955336
531,동래구,금화부동산공인중개사사무소,35.20554036,129.0998099
532,동래구,으뜸공인중개사사무소,35.20567288,129.0669089
533,동래구,감동부동산공인중개사사무소,35.21638923,129.0872703
534,동래구,칠산부동산중개사무소,35.20271452,129.0873513
535,동래구,행복한공인중개사사무소,35.20193189,129.074064
536,동래구,금바치공인중개사사무소,35.20138328,129.0718933
537,동래구,동방 IPARK부동산공인중개사사무소,35.20994701,129.0829559
538,동래구,제일공인중개사사무소,35.20583432,129.0872392
539,동래구,온누리공인중개사사무소,35.21937649,129.079819
540,동래구,해피부동산공인중개사사무소,35.20667258,129.0812101
541,동래구,명안공인중개사사무소,35.20017473,129.1020546
542,동래구,예스공인중개사사무소,35.20092494,129.0645955
543,동래구,스마트부동산공인중개사사무소,35.20079351,129.0569725
544,동래구,강남부동산공인중개사사무소,35.21048522,129.0832486
545,동래구,센트럴파크공인중개사사무소,35.21499471,129.0769052
546,동래구,센트럴부동산중개사무소,35.21499471,129.0769052
547,동래구,KH공인중개사사무소,35.21880297,129.081459
548,동래구,금도공인중개사사무소,35.19844036,129.1103439
549,동래구,e편한부동산공인중개사사무소,35.19150749,129.1045727
550,동래구,하나부동산공인중개사사무소,35.19681656,129.0694833
551,동래구,안심공인중개사사무소,35.2025058,129.1004608
552,동래구,리오부동산공인중개사사무소,35.21084749,129.07193
553,동래구,한마음부동산공인중개사사무소,35.21134748,129.0734852
554,동래구,한빛부동산공인중개사사무소,35.2219357,129.0809075
555,동래구,온천제성공인중개사사무소,35.21307618,129.078769
556,동래구,쌍용천하부동산중개사무소,35.19650258,129.0662508
557,동래구,영산공인중개사사무소,35.20468575,129.0996227
558,동래구,지성공인중개사사무소,35.20164839,129.0561051
559,동래구,참조은부동산중개,35.2045349,129.1072642
560,동래구,온천래미안예일부동산공인중개사사무소,35.21089548,129.073633
561,동래구,태양공인중개사사무소,35.19900872,129.0934734
562,동래구,박경희공인중개사사무소,35.20676518,129.0667255
563,동래구,서원공인중개사사무소,35.20066159,129.1000625
564,동래구,사직열린1공인중개사사무소,35.19888344,129.0579031
565,동래구,세원공인중개사사무소,35.20223237,129.0988099
566,동래구,미래공인중개사사무소,35.20746401,129.0824177
567,동래구,사직쌍용공인중개사사무소,35.19662439,129.0575114
568,동래구,삼성부동산중개사무소,35.20582532,129.0680201
569,동래구,허브공인중개사사무소,35.21940784,129.0833673
570,동래구,현대I`PARK공인중개사사무소,35.20994701,129.0829559
571,동래구,만세공인중개사사무소,35.20583432,129.0872392
572,동래구,하이츠공인중개사사무소,35.21094254,129.0865276
573,동래구,미래공인중개사사무소,35.19662439,129.0575114
574,동래구,신원공인중개사사무소,35.20500365,129.0843838
575,동래구,메가공인중개사사무소,35.20374399,129.0750433
576,동래구,NEW희망공인중개사사무소,35.21994233,129.0800462
577,동래구,예가공인중개사사무소,35.19680128,129.0578981
578,동래구,쌍용공인중개사사무소,35.19662439,129.0575114
579,동래구,열린공인중개사사무소,35.1999255,129.0827458
580,동래구,대경공인중개사사무소,35.20547314,129.0660497
581,동래구,한양공인중개사사무소,35.19900872,129.0934734
582,동래구,우리공인중개사사무소,35.1999255,129.0827458
583,동래구,고려공인중개사사무소,35.20984297,129.0744099
584,동래구,대원칸타빌공인중개사사무소,35.21454281,129.079063
585,동래구,명장부동산공인중개사사무소,35.20629375,129.1012149
586,동래구,태양공인중개사사무소,35.19998682,129.0829443
587,동래구,캐슬부동산공인중개사사무소,35.19743351,129.0659665
588,동래구,효성공인중개사사무소,35.2067361,129.0679772
589,동래구,유림부동산공인중개사사무소,35.22120009,129.0805133
590,동래구,봄봄부동산중개사무소,35.20510095,129.1054928
591,동래구,행운공인중개사사무소,35.19681301,129.0860647
592,동래구,명가공인중개사사무소,35.19900872,129.0934734
593,동래구,석산공인중개사사무소,35.21801387,129.0840188
594,동래구,영남공인중개사사무소,35.19737446,129.1007319
595,동래구,팔팔공인중개사사무소,35.20114038,129.0646972
596,동래구,럭키공인중개사사무소,35.19662439,129.0575114
597,동래구,신현대공인중개사사무소,35.20567288,129.0669089
598,동래구,대영공인중개사사무소,35.20343113,129.0898538
599,동래구,삼정공인중개사사무소,35.19738355,129.0531508
600,동래구,성우공인중개사사무소,35.20617085,129.0869033
601,동래구,성심공인중개사사무소,35.19886751,129.0648541
602,동래구,동래뷰부동산중개사무소,35.21153337,129.0748825
603,동래구,강변뜨란채부동산공인중개사사무소,35.19553809,129.1024421
604,동래구,금성공인중개사사무소,35.19662439,129.0575114
605,동래구,월드공인중개사사무소,35.19768598,129.0972002
606,동래구,목화공인중개사사무소,35.20164839,129.0561051
607,동래구,명운공인중개사사무소,35.19553809,129.1024421
608,동래구,부부공인중개사사무소,35.19237467,129.0994236
609,동래구,제일공인중개사사무소,35.22128992,129.0855783
610,동래구,은하수공인중개사사무소,35.1992712,129.056854
611,동래구,느낌공인중개사사무소,35.20984297,129.0744099
612,동래구,강남부동산중개사무소,35.19967301,129.0977541
613,동래구,한신공인중개사사무소,35.20164839,129.0561051
614,동래구,SK공인중개사사무소,35.19481205,129.1118428
615,동래구,부경부동산중개사무소,35.2054731,129.081282
616,동래구,쌍용예가공인중개사사무소,35.19662439,129.0575114
617,동래구,제일공인중개사사무소(합동),35.19662439,129.0575114
618,동래구,롯데공인중개사사무소,35.21315626,129.074838
619,동래구,현대공인중개사사무소,35.19902201,129.1127678
